JobIDRaw|Start|Elapsed|AllocTRES|State
3810510.extern|2025-03-14T15:46:35|00:00:01|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3810512|2025-03-14T15:47:30|00:00:01|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3810512.batch|2025-03-14T15:47:30|00:00:01|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3810512.extern|2025-03-14T15:47:30|00:00:01|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3810513|2025-03-14T15:48:01|00:00:20|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3810513.batch|2025-03-14T15:48:01|00:00:21|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3810513.extern|2025-03-14T15:48:01|00:00:20|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3810517|2025-03-14T15:50:56|00:00:14|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3810517.batch|2025-03-14T15:50:56|00:00:14|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3810517.extern|2025-03-14T15:50:56|00:00:14|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3810521|2025-03-14T15:53:12|00:00:14|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3810521.batch|2025-03-14T15:53:12|00:00:14|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3810521.extern|2025-03-14T15:53:12|00:00:14|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3810530|2025-03-14T16:00:15|00:00:36|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3810530.batch|2025-03-14T16:00:15|00:00:36|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3810530.extern|2025-03-14T16:00:15|00:00:36|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3810541|2025-03-14T16:08:05|00:00:39|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3810541.batch|2025-03-14T16:08:05|00:00:39|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3810541.extern|2025-03-14T16:08:05|00:00:39|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3810544|2025-03-14T16:10:37|00:00:15|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3810544.batch|2025-03-14T16:10:37|00:00:15|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3810544.extern|2025-03-14T16:10:37|00:00:15|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3810548|2025-03-14T16:12:53|00:00:46|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3810548.batch|2025-03-14T16:12:53|00:00:46|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3810548.extern|2025-03-14T16:12:53|00:00:46|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3810644|2025-03-14T16:29:28|00:04:36|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3810644.extern|2025-03-14T16:29:28|00:04:37|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3810852|2025-03-14T16:37:29|00:03:41|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3810852.batch|2025-03-14T16:37:29|00:03:42|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3810852.extern|2025-03-14T16:37:29|00:03:41|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3810861|2025-03-14T16:42:29|00:01:11|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3810861.batch|2025-03-14T16:42:29|00:01:12|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3810861.extern|2025-03-14T16:42:29|00:01:12|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3810933|None|00:00:00||CANCELLED by 364274
3810946|2025-03-14T16:58:02|00:00:06|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3810946.batch|2025-03-14T16:58:02|00:00:07|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3810946.extern|2025-03-14T16:58:02|00:00:06|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3810947|2025-03-14T16:58:32|00:01:29|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED by 364274
3810947.batch|2025-03-14T16:58:32|00:01:30|cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|CANCELLED
3810947.extern|2025-03-14T16:58:32|00:01:30|billing=184,cpu=16,gres/gpu:a100=1,gres/gpu=1,mem=62.50G,node=1|COMPLETED
3810956|2025-03-14T17:01:33|00:00:56|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3810956.batch|2025-03-14T17:01:33|00:00:58|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3810956.extern|2025-03-14T17:01:33|00:00:57|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3810993|2025-03-14T17:08:34|00:00:58|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3810993.batch|2025-03-14T17:08:34|00:00:59|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3810993.extern|2025-03-14T17:08:34|00:00:59|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811007|2025-03-14T17:13:04|00:01:24|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3811007.batch|2025-03-14T17:13:04|00:01:25|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3811007.extern|2025-03-14T17:13:04|00:01:25|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811055|2025-03-14T17:27:37|00:00:51|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3811055.batch|2025-03-14T17:27:37|00:00:52|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3811055.extern|2025-03-14T17:27:37|00:00:52|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811056|2025-03-14T17:29:37|00:01:07|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3811056.batch|2025-03-14T17:29:37|00:01:08|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3811056.extern|2025-03-14T17:29:37|00:01:08|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811066|2025-03-14T17:32:37|01:21:55|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3811066.batch|2025-03-14T17:32:37|01:21:56|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3811066.extern|2025-03-14T17:32:37|01:21:55|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811067|2025-03-14T17:50:41|01:03:51|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3811067.batch|2025-03-14T17:50:41|01:03:52|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3811067.extern|2025-03-14T17:50:41|01:03:51|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811068|2025-03-14T17:50:41|01:03:51|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3811068.batch|2025-03-14T17:50:41|01:03:52|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3811068.extern|2025-03-14T17:50:41|01:03:51|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811069|2025-03-14T17:50:41|01:03:51|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3811069.batch|2025-03-14T17:50:41|01:03:52|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3811069.extern|2025-03-14T17:50:41|01:03:51|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811070|2025-03-14T17:50:41|01:03:51|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3811070.batch|2025-03-14T17:50:41|01:03:52|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3811070.extern|2025-03-14T17:50:41|01:03:51|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811071|2025-03-14T18:14:45|00:39:47|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3811071.batch|2025-03-14T18:14:45|00:39:48|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3811071.extern|2025-03-14T18:14:45|00:39:47|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811072|None|00:00:00||CANCELLED by 364274
3811103|2025-03-14T18:33:18|00:21:14|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3811103.batch|2025-03-14T18:33:18|00:21:15|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3811103.extern|2025-03-14T18:33:18|00:21:14|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811660|2025-03-14T19:10:33|00:00:16|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3811660.batch|2025-03-14T19:10:33|00:00:16|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3811660.extern|2025-03-14T19:10:33|00:00:16|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811661|2025-03-14T19:10:33|00:00:17|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3811661.batch|2025-03-14T19:10:33|00:00:17|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3811661.extern|2025-03-14T19:10:33|00:00:17|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811665|2025-03-14T19:13:03|00:15:00|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3811665.batch|2025-03-14T19:13:03|00:15:01|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3811665.extern|2025-03-14T19:13:03|00:15:00|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811666|2025-03-14T19:13:03|00:15:00|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3811666.batch|2025-03-14T19:13:03|00:15:01|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3811666.extern|2025-03-14T19:13:03|00:15:00|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811684|2025-03-14T19:31:58|02:54:35|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811684.batch|2025-03-14T19:31:58|02:54:35|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811684.extern|2025-03-14T19:31:58|02:54:35|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811688|2025-03-14T19:38:58|03:00:15|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|TIMEOUT
3811688.batch|2025-03-14T19:38:58|03:00:17|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3811688.extern|2025-03-14T19:38:58|03:00:15|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811689|2025-03-14T19:38:58|15:00:26|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|TIMEOUT
3811689.batch|2025-03-14T19:38:58|15:00:27|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3811689.extern|2025-03-14T19:38:58|15:00:26|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811690|2025-03-14T19:38:58|01:33:39|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3811690.batch|2025-03-14T19:38:58|01:33:39|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3811690.extern|2025-03-14T19:38:58|01:33:39|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811691|2025-03-14T19:38:58|03:05:33|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811691.batch|2025-03-14T19:38:58|03:05:33|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811691.extern|2025-03-14T19:38:58|03:05:33|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811692|2025-03-14T19:38:58|03:13:16|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811692.batch|2025-03-14T19:38:58|03:13:16|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811692.extern|2025-03-14T19:38:58|03:13:16|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811693|2025-03-14T19:38:58|02:55:41|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811693.batch|2025-03-14T19:38:58|02:55:41|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3811693.extern|2025-03-14T19:38:58|02:55:41|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3812220|2025-03-14T22:32:43|05:05:13|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3812220.batch|2025-03-14T22:32:43|05:05:13|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3812220.extern|2025-03-14T22:32:43|05:05:13|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3812221|2025-03-14T22:43:15|06:00:27|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|TIMEOUT
3812221.batch|2025-03-14T22:43:15|06:00:28|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3812221.extern|2025-03-14T22:43:15|06:00:27|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3821337|2025-03-17T09:45:10|00:06:55|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3821337.batch|2025-03-17T09:45:10|00:06:56|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3821337.extern|2025-03-17T09:45:10|00:06:55|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3821568|2025-03-17T09:55:42|00:00:22|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3821568.batch|2025-03-17T09:55:42|00:00:22|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3821568.extern|2025-03-17T09:55:42|00:00:22|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3821573|2025-03-17T09:56:45|00:03:48|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3821573.batch|2025-03-17T09:56:45|00:03:49|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3821573.extern|2025-03-17T09:56:45|00:03:48|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3821793|2025-03-17T10:20:51|00:00:21|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3821793.batch|2025-03-17T10:20:51|00:00:21|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3821793.extern|2025-03-17T10:20:51|00:00:21|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3821996|2025-03-17T10:33:23|00:03:06|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3821996.extern|2025-03-17T10:33:23|00:03:07|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3822055|2025-03-17T10:36:51|00:00:25|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3822055.batch|2025-03-17T10:36:51|00:00:25|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3822055.extern|2025-03-17T10:36:51|00:00:25|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3822066|2025-03-17T10:39:28|04:07:01|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3822066.batch|2025-03-17T10:39:28|04:07:01|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3822066.extern|2025-03-17T10:39:28|04:07:01|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3822087|2025-03-17T10:46:42|02:31:15|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3822087.batch|2025-03-17T10:46:42|02:31:15|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3822087.extern|2025-03-17T10:46:42|02:31:15|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3822088|2025-03-17T10:46:46|00:00:20|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3822088.batch|2025-03-17T10:46:46|00:00:20|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|FAILED
3822088.extern|2025-03-17T10:46:46|00:00:20|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3822090|2025-03-17T10:46:52|00:09:46|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3822090.batch|2025-03-17T10:46:52|00:09:47|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3822090.extern|2025-03-17T10:46:52|00:09:46|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3822096|2025-03-17T10:47:35|11:27:38|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3822096.batch|2025-03-17T10:47:35|11:27:39|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3822096.extern|2025-03-17T10:47:35|11:27:38|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3822104|2025-03-17T10:48:14|11:26:59|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3822104.batch|2025-03-17T10:48:14|11:27:00|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3822104.extern|2025-03-17T10:48:14|11:26:59|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3822105|2025-03-17T10:48:23|10:17:14|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3822105.batch|2025-03-17T10:48:23|10:17:14|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3822105.extern|2025-03-17T10:48:23|10:17:14|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3822124|2025-03-17T10:50:55|02:37:42|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3822124.batch|2025-03-17T10:50:55|02:37:42|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3822124.extern|2025-03-17T10:50:55|02:37:42|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3822239|2025-03-17T10:57:12|02:21:27|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3822239.batch|2025-03-17T10:57:12|02:21:27|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3822239.extern|2025-03-17T10:57:12|02:21:27|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3822484|2025-03-17T11:31:57|01:30:11|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3822484.batch|2025-03-17T11:31:57|01:30:12|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3822484.extern|2025-03-17T11:31:57|01:30:11|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3822602|2025-03-17T11:53:19|00:20:41|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3822602.extern|2025-03-17T11:53:19|00:20:42|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3823392|2025-03-17T13:00:37|01:36:38|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3823392.batch|2025-03-17T13:00:37|01:36:38|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3823392.extern|2025-03-17T13:00:37|01:36:38|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3823398|2025-03-17T13:03:38|00:45:17|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3823398.extern|2025-03-17T13:03:38|00:45:18|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3823606|2025-03-17T13:51:27|00:55:32|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3823606.extern|2025-03-17T13:51:27|00:55:33|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3824490|2025-03-17T14:48:09|00:03:29|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3824490.batch|2025-03-17T14:48:09|00:03:30|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3824490.extern|2025-03-17T14:48:09|00:03:30|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3824517|2025-03-17T14:56:10|00:10:19|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3824517.extern|2025-03-17T14:56:10|00:10:20|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3824544|2025-03-17T15:07:10|00:44:10|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3824544.batch|2025-03-17T15:07:10|00:44:11|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3824544.extern|2025-03-17T15:07:10|00:44:10|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3824553|2025-03-17T15:13:40|00:36:30|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3824553.extern|2025-03-17T15:13:40|00:36:31|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3827149|2025-03-18T08:47:25|00:29:59|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3827149.batch|2025-03-18T08:47:25|00:30:00|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
3827149.extern|2025-03-18T08:47:25|00:29:59|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|COMPLETED
3827177|2025-03-18T09:09:14|00:12:11|billing=131,cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED by 364274
3827177.batch|2025-03-18T09:09:14|00:12:12|cpu=8,gres/gpu:v100=1,gres/gpu=1,mem=187.50G,node=1|CANCELLED
